cik,company,ticker,market_cap_usd_billion,gics_sector,gics_sub_industry,headquarters,founded,research,passes
64803,CVS Health,CVS,98.533351424,Health Care,Health Care Services,"Woonsocket, Rhode Island",1996,"{'screening_result': 'CVS Health operates a massive retail pharmacy network and extensive logistics for its pharmaceutical distribution. Research indicates that fuel costs for its carrier network have significantly limited bottom-line growth in recent periods. Additionally, as a retail-heavy business, it faces margin erosion if costs are not passed through, particularly under carbon pricing schemes and general energy inflation. However, it also has a significant healthcare services component (Aetna) which is less sensitive. Overall, it qualifies under the transportation-dependent and retail criteria.', 'passes': 'CVS Health operates a massive retail pharmacy network and extensive logistics for its pharmaceutical distribution. Research indicates that fuel costs for its carrier network have significantly limited bottom-line growth in recent periods. Additionally, as a retail-heavy business, it faces margin erosion if costs are not passed through, particularly under carbon pricing schemes and general energy inflation. However, it also has a significant healthcare services component (Aetna) which is less sensitive. Overall, it qualifies under the transportation-dependent and retail criteria.'}",True
829224,Starbucks,SBUX,96.880918528,Consumer Discretionary,Restaurants,"Seattle, Washington",1971,"{'screening_result': 'Starbucks is highly sensitive to both energy costs (for store operations and transport) and consumer discretionary spending. Rising oil prices typically lead to a dramatic reduction in consumer spending on premium coffee and higher cost of goods sold (COGS), which have historically compressed its profit margins. Recent CEO commentary has also highlighted the squeeze from rising costs that are difficult to fully pass through without impacting volume.', 'passes': 'Starbucks is highly sensitive to both energy costs (for store operations and transport) and consumer discretionary spending. Rising oil prices typically lead to a dramatic reduction in consumer spending on premium coffee and higher cost of goods sold (COGS), which have historically compressed its profit margins. Recent CEO commentary has also highlighted the squeeze from rising costs that are difficult to fully pass through without impacting volume.'}",True
320187,"Nike, Inc.",NKE,95.979610112,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Washington County, Oregon",1964,"{'screening_result': 'Nike has heavy reliance on petroleum-based raw materials (polyester, rubber) and global logistics. Its 10-K specifically identifies the price of petroleum products as a factor that can adversely affect its profit margins. Historically, high freight and material costs have led to margin compression during oil price spikes. (Source: Nike 10-K and 2022/2023 margin analysis).', 'passes': 'Nike has heavy reliance on petroleum-based raw materials (polyester, rubber) and global logistics. Its 10-K specifically identifies the price of petroleum products as a factor that can adversely affect its profit margins. Historically, high freight and material costs have led to margin compression during oil price spikes. (Source: Nike 10-K and 2022/2023 margin analysis).'}",True
1792789,DoorDash,DASH,93.518061568,Consumer Discretionary,Specialized Consumer Services,"San Francisco, California",2012,"{'screening_result': ""DoorDash's business model is highly sensitive to fuel prices as its delivery network (Dashers) bears the direct cost of gasoline. While Dashers are independent contractors, rising oil prices force DoorDash to increase incentives, implement fuel surcharges, or risk reduced service levels and order volume. These actions typically lead to margin compression as the company absorbs costs to maintain marketplace balance or faces lower consumer demand due to higher fees."", 'passes': ""DoorDash's business model is highly sensitive to fuel prices as its delivery network (Dashers) bears the direct cost of gasoline. While Dashers are independent contractors, rising oil prices force DoorDash to increase incentives, implement fuel surcharges, or risk reduced service levels and order volume. These actions typically lead to margin compression as the company absorbs costs to maintain marketplace balance or faces lower consumer demand due to higher fees.""}",True
66740,3M,MMM,91.37795072,Industrials,Industrial Conglomerates,"Saint Paul, Minnesota",1902,"{'screening_result': '3M is a global industrial conglomerate. It uses energy-intensive manufacturing processes and depends heavily on petroleum-based raw materials (polymers, chemicals) (Criteria 4). Historically, oil price spikes have been cited as a primary headwind that causes margin compression for 3M due to higher input and logistics costs.', 'passes': '3M is a global industrial conglomerate. It uses energy-intensive manufacturing processes and depends heavily on petroleum-based raw materials (polymers, chemicals) (Criteria 4). Historically, oil price spikes have been cited as a primary headwind that causes margin compression for 3M due to higher input and logistics costs.'}",True
823768,Waste Management,WM,86.43108864,Industrials,Environmental & Facilities Services,"Houston, Texas",1968,"{'screening_result': 'Waste Management (WM) operates one of the largest heavy-duty truck fleets in North America, making fuel costs a major operational expense. While WM utilizes fuel surcharges, these often lag or do not fully capture price spikes, leading to margin compression during periods of rapidly rising oil prices. Research indicates that sustained high crude prices immediately raise costs and squeeze margins for waste management firms due to their transportation-dependent nature.', 'passes': 'Waste Management (WM) operates one of the largest heavy-duty truck fleets in North America, making fuel costs a major operational expense. While WM utilizes fuel surcharges, these often lag or do not fully capture price spikes, leading to margin compression during periods of rapidly rising oil prices. Research indicates that sustained high crude prices immediately raise costs and squeeze margins for waste management firms due to their transportation-dependent nature.'}",True
898173,O’Reilly Automotive,ORLY,84.467867648,Consumer Discretionary,Automotive Retail,"Springfield, Missouri",1957,"{'screening_result': ""O'Reilly Automotive's DIY customers are sensitive to gasoline prices; high fuel costs often lead to deferred vehicle maintenance and lower transaction counts, which pressures sales and margins [Source: https://www.sec.gov/Archives/edgar/data/898173/000089817318000198/orly-20180930x10q.htm, https://content.rwbaird.com/RWB/sectors/PDF/consumer/OReilly-model.pdf]."", 'passes': ""O'Reilly Automotive's DIY customers are sensitive to gasoline prices; high fuel costs often lead to deferred vehicle maintenance and lower transaction counts, which pressures sales and margins [Source: https://www.sec.gov/Archives/edgar/data/898173/000089817318000198/orly-20180930x10q.htm, https://content.rwbaird.com/RWB/sectors/PDF/consumer/OReilly-model.pdf].""}",True
89800,Sherwin-Williams,SHW,84.147494912,Materials,Specialty Chemicals,"Cleveland, Ohio",1866,"{'screening_result': ""Sherwin-Williams is highly sensitive to oil prices because its products (paints and coatings) rely heavily on petrochemical feedstocks, such as resins and solvents, which are derived from oil. The company's 10-K and analyst reports explicitly mention that volatility in petrochemical prices affects margins, and the company often faces a lag in passing these costs through to consumers via price increases."", 'passes': ""Sherwin-Williams is highly sensitive to oil prices because its products (paints and coatings) rely heavily on petrochemical feedstocks, such as resins and solvents, which are derived from oil. The company's 10-K and analyst reports explicitly mention that volatility in petrochemical prices affects margins, and the company often faces a lag in passing these costs through to consumers via price increases.""}",True
1048286,Marriott International,MAR,82.699624448,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Bethesda, Maryland",1927,"{'screening_result': 'Marriott (MAR) is sensitive to oil prices primarily through the consumer discretionary channel. High oil prices lead to higher jet fuel and gasoline costs, which can reduce travel demand and put pressure on RevPAR and margins. Analyst commentary often links high energy costs to potential travel demand compression.', 'passes': 'Marriott (MAR) is sensitive to oil prices primarily through the consumer discretionary channel. High oil prices lead to higher jet fuel and gasoline costs, which can reduce travel demand and put pressure on RevPAR and margins. Analyst commentary often links high energy costs to potential travel demand compression.'}",True
1090727,United Parcel Service,UPS,81.088700416,Industrials,Air Freight & Logistics,"Sandy Springs, Georgia",1907,"{'screening_result': ""UPS is highly transportation-dependent. Although it uses fuel surcharges to mitigate costs, its 10-K states that 'if we are unable to maintain or increase our fuel surcharges, higher fuel costs could materially adversely impact our operating results.' There is often a time lag in applying these surcharges, and competitive pressure can prevent full cost pass-through during oil price spikes, leading to margin compression."", 'passes': ""UPS is highly transportation-dependent. Although it uses fuel surcharges to mitigate costs, its 10-K states that 'if we are unable to maintain or increase our fuel surcharges, higher fuel costs could materially adversely impact our operating results.' There is often a time lag in applying these surcharges, and competitive pressure can prevent full cost pass-through during oil price spikes, leading to margin compression.""}",True
723254,Cintas,CTAS,74.219462656,Industrials,Diversified Support Services,"Mason, Ohio",1929,"{'screening_result': 'Cintas (CTAS) operates one of the largest private delivery fleets in the US. Fuel is a significant and direct cost for its uniform rental and facility services. While it has strong operations, its 10-K explicitly identifies fuel price fluctuations as a risk to results, and it does not always utilize automatic surcharges to pass through these costs.', 'passes': 'Cintas (CTAS) operates one of the largest private delivery fleets in the US. Fuel is a significant and direct cost for its uniform rental and facility services. While it has strong operations, its 10-K explicitly identifies fuel price fluctuations as a risk to results, and it does not always utilize automatic surcharges to pass through these costs.'}",True
865752,Monster Beverage,MNST,72.993251328,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,"Corona, California",2012 (1935),"{'screening_result': 'Monster Beverage is a major beverage company with a high reliance on freight and logistics for product distribution. In historical filings (e.g., 2022), the company specifically attributed margin decreases to increased freight rates and fuel costs. Because beverage companies move heavy liquid products over long distances, fuel is a significant component of their ""cost of goods sold"" and distribution expenses. While Monster has some pricing power, it has historically experienced margin compression during oil/fuel price spikes before pricing actions could take effect. Source: [Monster Beverage 10-Q/10-K, Stock Insights].', 'passes': 'Monster Beverage is a major beverage company with a high reliance on freight and logistics for product distribution. In historical filings (e.g., 2022), the company specifically attributed margin decreases to increased freight rates and fuel costs. Because beverage companies move heavy liquid products over long distances, fuel is a significant component of their ""cost of goods sold"" and distribution expenses. While Monster has some pricing power, it has historically experienced margin compression during oil/fuel price spikes before pricing actions could take effect. Source: [Monster Beverage 10-Q/10-K, Stock Insights].'}",True
1559720,Airbnb,ABNB,72.549924864,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","San Francisco, California",2008,"{'screening_result': ""Airbnb is a travel platform. Higher oil prices lead to higher jet fuel costs and airfares, which softens consumer demand for travel and reduces booking volumes (Criteria 3). Market analysis explicitly identifies higher oil prices as a headwind for travel booking volumes that can weigh on Airbnb's growth and margins."", 'passes': ""Airbnb is a travel platform. Higher oil prices lead to higher jet fuel costs and airfares, which softens consumer demand for travel and reduces booking volumes (Criteria 3). Market analysis explicitly identifies higher oil prices as a headwind for travel booking volumes that can weigh on Airbnb's growth and margins.""}",True
1103982,Mondelez International,MDLZ,72.448008192,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois",2012,"{'screening_result': 'Mondelez is a global snacks company. It is heavily dependent on transportation and raw material inputs that are sensitive to energy prices (packaging, cocoa, sugar). Historical data shows that increased transportation and raw material costs have negatively affected its adjusted gross margins. While it has some pricing power, it has explicitly cited energy-driven inflation as a margin headwind.', 'passes': 'Mondelez is a global snacks company. It is heavily dependent on transportation and raw material inputs that are sensitive to energy prices (packaging, cocoa, sugar). Historical data shows that increased transportation and raw material costs have negatively affected its adjusted gross margins. While it has some pricing power, it has explicitly cited energy-driven inflation as a margin headwind.'}",True
884887,Royal Caribbean Group,RCL,72.290746368,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",1997,"{'screening_result': 'Fuel is a major operating expense for Royal Caribbean. Although the company uses hedging, significant spikes in oil prices still pose a major threat to margin stability and overall profitability [Source: https://dcfmodeling.com/products/rcl-swot-analysis?srsltid=AfmBOooaxwgRBYUkQ-DmGCJeeF5MnfC8DlPglvyJr4MBpGx5wdkZf9yn, https://www.reuters.com/business/autos-transportation/royal-caribbean-raises-annual-profit-forecast-2025-10-28/].', 'passes': 'Fuel is a major operating expense for Royal Caribbean. Although the company uses hedging, significant spikes in oil prices still pose a major threat to margin stability and overall profitability [Source: https://dcfmodeling.com/products/rcl-swot-analysis?srsltid=AfmBOooaxwgRBYUkQ-DmGCJeeF5MnfC8DlPglvyJr4MBpGx5wdkZf9yn, https://www.reuters.com/business/autos-transportation/royal-caribbean-raises-annual-profit-forecast-2025-10-28/].'}",True
24741,Corning Inc.,GLW,71.769636864,Information Technology,Electronic Components,"Corning, New York",1851,"{'screening_result': 'Corning is a manufacturer of glass and ceramic products, which is an extremely energy-intensive process involving high-temperature furnaces (Criteria 4). Energy and raw material costs (including those correlated with oil and natural gas) are key drivers of its production costs. Historical data and analyst commentary indicate that rising energy costs are a significant headwind for glass-makers like Corning. Although they have some pricing power, sudden spikes in energy costs have historically pressured margins.', 'passes': 'Corning is a manufacturer of glass and ceramic products, which is an extremely energy-intensive process involving high-temperature furnaces (Criteria 4). Energy and raw material costs (including those correlated with oil and natural gas) are key drivers of its production costs. Historical data and analyst commentary indicate that rising energy costs are a significant headwind for glass-makers like Corning. Although they have some pricing power, sudden spikes in energy costs have historically pressured margins.'}",True
1467858,General Motors,GM,70.130057216,Consumer Discretionary,Automobile Manufacturers,"Detroit, Michigan",1908,"{'screening_result': 'General Motors is an automobile manufacturer. High oil (gasoline) prices shift consumer demand away from its highest-margin vehicles (large SUVs and trucks) toward more fuel-efficient or smaller vehicles, leading to unfavorable product mix and margin compression. Its 10-K explicitly lists fuel price increases as a risk to profitability and margins.', 'passes': 'General Motors is an automobile manufacturer. High oil (gasoline) prices shift consumer demand away from its highest-margin vehicles (large SUVs and trucks) toward more fuel-efficient or smaller vehicles, leading to unfavorable product mix and margin compression. Its 10-K explicitly lists fuel price increases as a risk to profitability and margins.'}",True
1050915,Quanta Services,PWR,67.805978624,Industrials,Construction & Engineering,"Houston, Texas",1997,"{'screening_result': 'Quanta Services provides infrastructure services (electric power, oil and gas). It operates a massive fleet of vehicles and equipment, making fuel a significant and explicitly mentioned business risk (Criteria 2). Sharp increases in fuel costs can erode project margins, particularly on fixed-price contracts where costs cannot be immediately passed through.', 'passes': 'Quanta Services provides infrastructure services (electric power, oil and gas). It operates a massive fleet of vehicles and equipment, making fuel a significant and explicitly mentioned business risk (Criteria 2). Sharp increases in fuel costs can erode project margins, particularly on fixed-price contracts where costs cannot be immediately passed through.'}",True
1060391,Republic Services,RSG,66.398937088,Industrials,Environmental & Facilities Services,"Phoenix, Arizona",1998 (1981),"{'screening_result': 'Republic Services (RSG) operates a massive fleet of collection vehicles, making fuel a primary operating expense. The company\'s CDP Climate Change response states that ""the immediate impact of fuel cost increase would be reduced margins."" While RSG uses fuel surcharges, there is typically a lag between fuel price spikes and the realization of surcharge revenue, leading to temporary margin compression during periods of rising oil prices. In past quarters, high fuel costs have had a documented negative impact of over 200 basis points on margins.', 'passes': 'Republic Services (RSG) operates a massive fleet of collection vehicles, making fuel a primary operating expense. The company\'s CDP Climate Change response states that ""the immediate impact of fuel cost increase would be reduced margins."" While RSG uses fuel surcharges, there is typically a lag between fuel price spikes and the realization of surcharge revenue, leading to temporary margin compression during periods of rising oil prices. In past quarters, high fuel costs have had a documented negative impact of over 200 basis points on margins.'}",True
277948,CSX Corporation,CSX,65.193766912,Industrials,Rail Transportation,"Jacksonville, Florida",1980,"{'screening_result': 'CSX Corporation (CSX) is a rail transportation provider. Fuel is one of its largest operating expenses. While CSX uses fuel surcharges, these often lag behind rapid price increases, leading to short-term margin compression during oil spikes (Criterion 1 and 5). Analysts highlight that volatile fuel prices can erode railroad operating margins.', 'passes': 'CSX Corporation (CSX) is a rail transportation provider. Fuel is one of its largest operating expenses. While CSX uses fuel surcharges, these often lag behind rapid price increases, leading to short-term margin compression during oil spikes (Criterion 1 and 5). Analysts highlight that volatile fuel prices can erode railroad operating margins.'}",True
